layer,variant,op,start_cycle,end_cycle,core_id,tile_id,detail
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,12,3,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,13,3,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,14,3,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,15,3,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,16,4,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,17,4,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,18,4,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,19,4,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,20,5,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,21,5,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,22,5,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,23,5,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,24,6,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,25,6,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,26,6,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,27,6,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,28,7,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,29,7,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,30,7,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,31,7,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,32,8,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,33,8,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,34,8,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,35,8,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,36,9,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,37,9,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,38,9,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,39,9,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,40,10,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,41,10,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,42,10,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,43,10,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,44,11,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,45,11,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,46,11,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,47,11,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,48,12,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,49,12,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,50,12,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,51,12,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,52,13,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,53,13,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,54,13,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,55,13,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,56,14,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,57,14,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,58,14,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,59,14,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,60,15,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,61,15,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,62,15,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,63,15,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,64,16,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,65,16,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,66,16,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,67,16,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,68,17,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,69,17,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,70,17,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,71,17,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,72,18,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,73,18,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,74,18,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,75,18,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,76,19,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,77,19,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,78,19,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,79,19,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,80,20,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,81,20,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,82,20,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,83,20,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,84,21,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,85,21,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,86,21,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,87,21,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,88,22,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,89,22,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,90,22,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,91,22,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,92,23,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,93,23,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,94,23,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,95,23,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,96,24,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,97,24,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,98,24,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,99,24,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,100,25,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,101,25,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,102,25,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,103,25,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,104,26,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,105,26,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,106,26,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,107,26,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,108,27,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,109,27,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,110,27,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,111,27,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,112,28,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,113,28,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,114,28,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,115,28,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,116,29,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,117,29,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,118,29,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,119,29,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,120,30,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,121,30,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,122,30,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,123,30,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,124,31,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,125,31,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,126,31,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,127,31,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,128,32,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,129,32,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,130,32,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,131,32,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,132,33,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,133,33,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,134,33,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,135,33,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,136,34,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,137,34,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,138,34,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,139,34,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,140,35,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,141,35,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,142,35,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,MVM,0.0,8196.0,143,35,4 mapped MVMU block(s)
conv3x3_512_unbalanced,puma_fixed_adc,CHAIN_REDUCE,8196.0,16156.0,,,"144 core(s), 36 tile(s)"
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6628.0,0,0,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6676.0,1,0,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6692.0,2,0,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6580.0,3,0,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6564.0,4,1,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6596.0,5,1,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6580.0,6,1,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6740.0,7,1,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,MVM,0.0,6596.0,8,2,4 mapped MVMU block(s)
conv3x3_128_balanced70,sparse_puma,CHAIN_REDUCE,6740.0,7088.0,,,"9 core(s), 3 tile(s)"
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,7652.0,0,0,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,7268.0,1,0,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,7172.0,2,0,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,6676.0,3,0,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,6548.0,4,1,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,7412.0,5,1,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,7476.0,6,1,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,7140.0,7,1,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,MVM,0.0,6772.0,8,2,4 mapped MVMU block(s)
conv3x3_128_unbalanced,sparse_puma,CHAIN_REDUCE,7652.0,8100.0,,,"9 core(s), 3 tile(s)"
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7476.0,0,0,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7428.0,1,0,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7316.0,2,0,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7476.0,3,0,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7492.0,4,1,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7316.0,5,1,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7444.0,6,1,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7252.0,7,1,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7300.0,8,2,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7492.0,9,2,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7268.0,10,2,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7508.0,11,2,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7460.0,12,3,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7268.0,13,3,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7524.0,14,3,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7428.0,15,3,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7140.0,16,4,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7236.0,17,4,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7284.0,18,4,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7140.0,19,4,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7220.0,20,5,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7236.0,21,5,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7124.0,22,5,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7236.0,23,5,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7220.0,24,6,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7124.0,25,6,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7236.0,26,6,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7140.0,27,6,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7156.0,28,7,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7204.0,29,7,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7188.0,30,7,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7268.0,31,7,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7108.0,32,8,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6868.0,33,8,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6788.0,34,8,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7044.0,35,8,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6900.0,36,9,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7044.0,37,9,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7076.0,38,9,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6900.0,39,9,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7060.0,40,10,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7108.0,41,10,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6852.0,42,10,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7092.0,43,10,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7028.0,44,11,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6932.0,45,11,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,7060.0,46,11,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6948.0,47,11,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6452.0,48,12,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6676.0,49,12,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6660.0,50,12,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6468.0,51,12,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6772.0,52,13,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6500.0,53,13,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6532.0,54,13,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6756.0,55,13,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6388.0,56,14,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6820.0,57,14,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6692.0,58,14,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6372.0,59,14,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6804.0,60,15,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6756.0,61,15,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6420.0,62,15,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6740.0,63,15,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6468.0,64,16,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,5988.0,65,16,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6404.0,66,16,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6324.0,67,16,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,5940.0,68,17,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6228.0,69,17,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,6196.0,70,17,4 mapped MVMU block(s)
conv3x3_512_unbalanced,sparse_puma,MVM,0.0,5876.0,71,17,4 mapped MVMU block(s)
